stationId,stationName,scheduledDeparture,expectedDeparture,actualDeparture,delaySeconds,isDelayed,destination,lineId,lineName,lineCode,transportMode,serviceJourneyId,realtime,delaySource,cancellation,situationSummary,situationDescription,situationReportType,situationSeverity,scrapedAt
NSR:StopPlace:60944,Ski stasjon,2026-05-23T07:37:00+02:00,2026-05-23T08:00:12+02:00,2026-05-23T08:00:12+02:00,1392.0,1,Oslo S,VYG:Line:RE20,Oslo S-Halden-Göteborg-Malmö (X-Border),RE20,rail,VYG:ServiceJourney:BUS-106_555593-R,True,actual,False,,,,,2026-05-23T09:41:31.568412+02:00
NSR:StopPlace:59650,Nyland stasjon,2026-05-23T03:52:00+02:00,2026-05-23T04:13:58+02:00,2026-05-23T04:13:58+02:00,1318.0,1,Oslo lufthavn,NBU:Line:cb7b555c-f96e-42d5-84bf-a5e08c0145c2,Radiumhospitalet via Økern-Storo-Tåsen,FB3,bus,NBU:ServiceJourney:2a1f9e25-a384-4773-a648-91bce13fb380,True,actual,False,,,,,2026-05-23T05:31:40.673798+02:00
NSR:StopPlace:59620,Grorud stasjon,2026-05-23T03:54:00+02:00,2026-05-23T04:14:50+02:00,2026-05-23T04:14:50+02:00,1250.0,1,Oslo lufthavn,NBU:Line:cb7b555c-f96e-42d5-84bf-a5e08c0145c2,Radiumhospitalet via Økern-Storo-Tåsen,FB3,bus,NBU:ServiceJourney:2a1f9e25-a384-4773-a648-91bce13fb380,True,actual,False,,,,,2026-05-23T05:31:40.673798+02:00
NSR:StopPlace:59643,Grefsen stasjon,2026-05-23T03:38:00+02:00,2026-05-23T03:54:18+02:00,2026-05-23T03:54:18+02:00,978.0,1,Oslo lufthavn,NBU:Line:cb7b555c-f96e-42d5-84bf-a5e08c0145c2,Radiumhospitalet via Økern-Storo-Tåsen,FB3,bus,NBU:ServiceJourney:2a1f9e25-a384-4773-a648-91bce13fb380,True,actual,False,,,,,2026-05-23T05:31:40.673798+02:00
NSR:StopPlace:58858,Nittedal stasjon,2026-05-23T08:45:00+02:00,2026-05-23T08:59:54+02:00,2026-05-23T08:59:54+02:00,894.0,1,Bergen,VYG:Line:F4,Oslo S-Bergen,F4,rail,VYG:ServiceJourney:80063_512722-R,True,actual,False,Venterom stengt grunnet hærverk. Åpnes høsten 2026,Venterom stengt grunnet hærverk. Åpnes høsten 2026,general,normal,2026-05-23T10:41:33.349725+02:00
NSR:StopPlace:59636,Holmlia stasjon,2026-05-23T02:26:00+02:00,2026-05-23T02:39:03+02:00,2026-05-23T02:39:03+02:00,783.0,1,Åsbråten,RUT:Line:3919,Kringsjå - Åsbråten,19N,bus,RUT:ServiceJourney:8e05be0d0562843600c4afbd15d5aa58,True,actual,False,,,,,2026-05-23T03:01:48.739067+02:00
NSR:StopPlace:59649,Nydalen stasjon,2026-05-23T03:33:00+02:00,2026-05-23T03:45:55+02:00,2026-05-23T03:45:55+02:00,775.0,1,Oslo lufthavn,NBU:Line:cb7b555c-f96e-42d5-84bf-a5e08c0145c2,Radiumhospitalet via Økern-Storo-Tåsen,FB3,bus,NBU:ServiceJourney:2a1f9e25-a384-4773-a648-91bce13fb380,True,actual,False,,,,,2026-05-23T05:31:40.673798+02:00
NSR:StopPlace:59635,Hauketo stasjon,2026-05-23T02:24:00+02:00,2026-05-23T02:35:37+02:00,2026-05-23T02:35:37+02:00,697.0,1,Åsbråten,RUT:Line:3919,Kringsjå - Åsbråten,19N,bus,RUT:ServiceJourney:8e05be0d0562843600c4afbd15d5aa58,True,actual,False,,,,,2026-05-23T02:51:33.184257+02:00
NSR:StopPlace:58971,Mosjøen stasjon,2026-05-23T08:31:00+02:00,2026-05-23T08:42:30+02:00,2026-05-23T08:42:30+02:00,690.0,1,Mosjøen,NOR:Line:12_3705,Mosjøen-Sandnessjøen,705,bus,NOR:ServiceJourney:3705_260319084414960_3002,True,actual,False,,,,,2026-05-23T10:02:56.513068+02:00
NSR:StopPlace:59636,Holmlia stasjon,2026-05-23T03:56:00+02:00,2026-05-23T04:07:04+02:00,2026-05-23T04:07:04+02:00,664.0,1,Åsbråten,RUT:Line:3919,Kringsjå - Åsbråten,19N,bus,RUT:ServiceJourney:cd61bbecd03fd69e7a27e69096eca730,True,actual,False,,,,,2026-05-23T05:31:40.673798+02:00
