stationId,stationName,scheduledDeparture,expectedDeparture,actualDeparture,delaySeconds,isDelayed,destination,lineId,lineName,lineCode,transportMode,serviceJourneyId,realtime,delaySource,cancellation,situationSummary,situationDescription,situationReportType,situationSeverity,scrapedAt
NSR:StopPlace:59616,Asker stasjon,2026-08-22T06:46:00+02:00,2026-08-22T08:14:21+02:00,2026-08-22T08:14:21+02:00,5301.0,1,Bergen,VYG:Line:F4,Oslo S-Bergen,F4,rail,VYG:ServiceJourney:61-LOD_504304-R,True,actual,False,Færre spor: Oslo S | Forsinket,"Oslo S har færre spor i bruk. Du må regne med forsinkelser, og at noen tog kan bli innstilt. Dette skyldes en jordfeil. | Toget kjørte 82 minutter forsinket fra Oslo S. Dette skyldes en jordfeil.",incident | incident,normal | normal,2026-08-22T08:18:08.647089+02:00
NSR:StopPlace:59872,Oslo S,2026-08-22T06:25:00+02:00,2026-08-22T07:47:27+02:00,2026-08-22T07:47:27+02:00,4947.0,1,Bergen,VYG:Line:F4,Oslo S-Bergen,F4,rail,VYG:ServiceJourney:61-LOD_504304-R,True,actual,False,Færre spor: Oslo S,"Oslo S har færre spor i bruk. Du må regne med forsinkelser, og at noen tog kan bli innstilt. Dette skyldes en jordfeil.",incident,normal,2026-08-22T08:18:08.647089+02:00
NSR:StopPlace:610,Sandvika stasjon,2026-08-22T06:39:00+02:00,2026-08-22T07:59:46+02:00,2026-08-22T07:59:46+02:00,4846.0,1,Bergen,VYG:Line:F4,Oslo S-Bergen,F4,rail,VYG:ServiceJourney:61-LOD_504304-R,True,actual,False,Færre spor: Oslo S | Forsinket,"Oslo S har færre spor i bruk. Du må regne med forsinkelser, og at noen tog kan bli innstilt. Dette skyldes en jordfeil. | Toget kjørte 82 minutter forsinket fra Oslo S. Dette skyldes en jordfeil.",incident | incident,normal | normal,2026-08-22T08:18:08.647089+02:00
NSR:StopPlace:59651,Skøyen stasjon,2026-08-22T06:09:00+02:00,2026-08-22T07:26:37+02:00,2026-08-22T07:26:37+02:00,4657.0,1,Oslo Lufthavn,FLT:Line:FLY1,FLY1,FLY1,rail,FLT:ServiceJourney:1-2614-3711-20260822,True,actual,False,Det har oppstått en signalfeil. Se Flytoget app eller Flytoget.no for detaljert reiseforslag.,,general,normal,2026-08-22T08:18:08.647089+02:00
NSR:StopPlace:59616,Asker stasjon,2026-08-22T07:00:00+02:00,2026-08-22T07:55:38+02:00,2026-08-22T07:55:38+02:00,3338.0,1,Skien,VYG:Line:RE11,Eidsvoll-Oslo S-Skien,RE11,rail,VYG:ServiceJourney:805_481325-R,True,actual,False,Toget kjører igjen | Forsinket,Toget kjører igjen etter tidligere stans på Lillestrøm. | Toget kjørte 54 minutter forsinket fra Lillestrøm. Dette skyldes en tidligere stans.,general | incident,normal | normal,2026-08-22T08:18:08.647089+02:00
NSR:StopPlace:59952,Drammen stasjon,2026-08-22T07:14:00+02:00,2026-08-22T08:09:32+02:00,2026-08-22T08:09:32+02:00,3332.0,1,Skien,VYG:Line:RE11,Eidsvoll-Oslo S-Skien,RE11,rail,VYG:ServiceJourney:805_481325-R,True,actual,False,Toget kjører igjen | Forsinket,Toget kjører igjen etter tidligere stans på Lillestrøm. | Toget kjørte 54 minutter forsinket fra Lillestrøm. Dette skyldes en tidligere stans.,general | incident,normal | normal,2026-08-22T08:18:08.647089+02:00
NSR:StopPlace:62339,Lillestrøm stasjon,2026-08-22T06:26:00+02:00,2026-08-22T07:20:34+02:00,2026-08-22T07:20:34+02:00,3274.0,1,Skien,VYG:Line:RE11,Eidsvoll-Oslo S-Skien,RE11,rail,VYG:ServiceJourney:805_481325-R,True,actual,False,Heis på Lillestrøm ute av drift | Færre spor: Oslo S | Heis på Lillestrøm ute av drift,"Heisen på Lillestrøm til spor 3 og 4 er ute av drift. | Oslo S har færre spor i bruk. Du må regne med forsinkelser, og at noen tog kan bli innstilt. Dette skyldes en jordfeil. | Heisen på Lillestrøm til spor 6 og 7 er ute av drift.",general | incident | general,normal | normal | normal,2026-08-22T08:18:08.647089+02:00
NSR:StopPlace:610,Sandvika stasjon,2026-08-22T06:54:00+02:00,2026-08-22T07:48:09+02:00,2026-08-22T07:48:09+02:00,3249.0,1,Skien,VYG:Line:RE11,Eidsvoll-Oslo S-Skien,RE11,rail,VYG:ServiceJourney:805_481325-R,True,actual,False,,,,,2026-08-22T08:18:08.647089+02:00
NSR:StopPlace:59872,Oslo S,2026-08-22T06:39:00+02:00,2026-08-22T07:32:46+02:00,2026-08-22T07:32:46+02:00,3226.0,1,Skien,VYG:Line:RE11,Eidsvoll-Oslo S-Skien,RE11,rail,VYG:ServiceJourney:805_481325-R,True,actual,False,Færre spor: Oslo S,"Oslo S har færre spor i bruk. Du må regne med forsinkelser, og at noen tog kan bli innstilt. Dette skyldes en jordfeil.",incident,normal,2026-08-22T08:18:08.647089+02:00
NSR:StopPlace:58856,Lysaker stasjon,2026-08-22T06:26:00+02:00,2026-08-22T07:03:08+02:00,2026-08-22T07:03:08+02:00,2228.0,1,Oslo Lufthavn,FLT:Line:FLY1,FLY1,FLY1,rail,FLT:ServiceJourney:1-2614-3713-20260822,True,actual,False,Det har oppstått en signalfeil. Se Flytoget app eller Flytoget.no for detaljert reiseforslag.,,general,normal,2026-08-22T08:18:08.647089+02:00
