stationId,stationName,scheduledDeparture,expectedDeparture,actualDeparture,delaySeconds,isDelayed,destination,lineId,lineName,lineCode,transportMode,serviceJourneyId,realtime,delaySource,cancellation,situationSummary,situationDescription,situationReportType,situationSeverity,scrapedAt
NSR:StopPlace:61251,Øksnavadporten stasjon,2026-09-27T02:05:00+02:00,2026-09-26T02:06:30+02:00,2026-09-26T02:06:30+02:00,0.0,0,Stavanger,GOA:Line:59,Jærbanen,L5,rail,GOA:ServiceJourney:3093_63146-R,True,actual,False,,,,,2026-09-26T02:17:50.448429+02:00
NSR:StopPlace:59957,Klepp stasjon,2026-09-27T02:02:00+02:00,2026-09-26T02:03:30+02:00,2026-09-26T02:03:30+02:00,0.0,0,Stavanger,GOA:Line:59,Jærbanen,L5,rail,GOA:ServiceJourney:3093_63146-R,True,actual,False,,,,,2026-09-26T02:17:50.448429+02:00
NSR:StopPlace:63079,Skeiane stasjon,2026-09-27T02:12:00+02:00,2026-09-26T02:12:54+02:00,2026-09-26T02:12:54+02:00,0.0,0,Stavanger,GOA:Line:59,Jærbanen,L5,rail,GOA:ServiceJourney:3093_63146-R,True,actual,False,,,,,2026-09-26T02:17:50.448429+02:00
NSR:StopPlace:362,Jåttåvågen stasjon,2026-09-27T02:02:00+02:00,2026-09-26T02:02:46+02:00,2026-09-26T02:02:46+02:00,0.0,0,Egersund,GOA:Line:59,Jærbanen,L5,rail,GOA:ServiceJourney:3092_63145-R,True,actual,False,,,,,2026-09-26T02:17:50.448429+02:00
NSR:StopPlace:261,Ganddal stasjon,2026-09-27T02:09:00+02:00,2026-09-26T02:09:49+02:00,2026-09-26T02:09:49+02:00,0.0,0,Stavanger,GOA:Line:59,Jærbanen,L5,rail,GOA:ServiceJourney:3093_63146-R,True,actual,False,,,,,2026-09-26T02:17:50.448429+02:00
NSR:StopPlace:702,Sandnes sentrum stasjon,2026-09-27T02:14:00+02:00,2026-09-26T02:14:57+02:00,2026-09-26T02:14:57+02:00,0.0,0,Stavanger,GOA:Line:59,Jærbanen,L5,rail,GOA:ServiceJourney:3093_63146-R,True,actual,False,,,,,2026-09-26T02:17:50.448429+02:00
NSR:StopPlace:61251,Øksnavadporten stasjon,2026-09-27T02:19:00+02:00,2026-09-26T02:19:46+02:00,,0.0,0,Egersund,GOA:Line:59,Jærbanen,L5,rail,GOA:ServiceJourney:3092_63145-R,True,expected,False,,,,,2026-09-26T02:17:50.448429+02:00
NSR:StopPlace:8,Paradis stasjon,2026-09-27T02:28:00+02:00,2026-09-26T02:28:57+02:00,,0.0,0,Stavanger,GOA:Line:59,Jærbanen,L5,rail,GOA:ServiceJourney:3093_63146-R,True,expected,False,,,,,2026-09-26T02:17:50.448429+02:00
NSR:StopPlace:61334,Ogna stasjon,2026-09-27T02:51:00+02:00,2026-09-26T02:51:46+02:00,,0.0,0,Egersund,GOA:Line:59,Jærbanen,L5,rail,GOA:ServiceJourney:3092_63145-R,True,expected,False,,,,,2026-09-26T02:17:50.448429+02:00
NSR:StopPlace:61872,Nærbø stasjon,2026-09-27T02:32:00+02:00,2026-09-26T02:32:46+02:00,,0.0,0,Egersund,GOA:Line:59,Jærbanen,L5,rail,GOA:ServiceJourney:3092_63145-R,True,expected,False,,,,,2026-09-26T02:17:50.448429+02:00
