stationId,stationName,scheduledDeparture,expectedDeparture,actualDeparture,delaySeconds,isDelayed,destination,lineId,lineName,lineCode,transportMode,serviceJourneyId,realtime,delaySource,cancellation,situationSummary,situationDescription,situationReportType,situationSeverity,scrapedAt
NSR:StopPlace:58891,Vegårshei stasjon,2026-06-09T02:01:00+02:00,2026-06-09T02:09:09+02:00,2026-06-09T02:09:09+02:00,489.0,1,Stavanger,GOA:Line:50,Sørtoget region,F5,rail,GOA:ServiceJourney:725-LOD_67061-R,True,actual,False,,,,,2026-06-09T02:11:41.341512+02:00
NSR:StopPlace:58404,Nationaltheatret,2026-06-09T02:04:00+02:00,2026-06-09T02:06:52+02:00,2026-06-09T02:06:52+02:00,172.0,1,Helsfyr,RUT:Line:37,Nydalen T - Helsfyr,37,bus,RUT:ServiceJourney:a0c03d632474fcb50eb4b51d694ccf32,True,actual,False,,,,,2026-06-09T02:11:41.341512+02:00
NSR:StopPlace:58833,Gol stasjon,2026-06-09T02:09:00+02:00,2026-06-09T02:09:57+02:00,2026-06-09T02:09:57+02:00,57.0,1,Bergen,VYG:Line:F4,Oslo S-Bergen,F4,rail,VYG:ServiceJourney:605-LOD_444356-R,True,actual,False,,,,,2026-06-09T02:11:41.341512+02:00
NSR:StopPlace:58856,Lysaker stasjon,2026-06-09T02:06:00+02:00,2026-06-09T02:06:45+02:00,2026-06-09T02:06:45+02:00,45.0,1,Grorud T,RUT:Line:31,Snarøya - Fornebu - Tonsenhagen - Grorud,31,bus,RUT:ServiceJourney:4d0d391ef662b1d2f0e6d76391ce6c15,True,actual,False,,,,,2026-06-09T02:11:41.341512+02:00
NSR:StopPlace:59651,Skøyen stasjon,2026-06-09T02:06:00+02:00,2026-06-09T02:06:41+02:00,2026-06-09T02:06:41+02:00,41.0,1,Fornebu,RUT:Line:31,Snarøya - Fornebu - Tonsenhagen - Grorud,31,bus,RUT:ServiceJourney:c4014a2a311e906779eb465205273791,True,actual,False,,,,,2026-06-09T02:11:41.341512+02:00
NSR:StopPlace:58925,Gausel stasjon,2026-06-10T01:49:00+02:00,2026-06-09T01:51:07+02:00,2026-06-09T01:51:07+02:00,0.0,0,Sandnes via Varatun,KOL:Line:8_1002,2,2,bus,KOL:ServiceJourney:1002_260519092855282_1089,True,actual,False,,,,,2026-06-09T02:11:41.341512+02:00
NSR:StopPlace:200,Finse stasjon,2026-06-09T02:00:00+02:00,2026-06-09T01:59:52+02:00,2026-06-09T01:59:52+02:00,0.0,0,Oslo S,VYG:Line:F4,Oslo S-Bergen,F4,rail,VYG:ServiceJourney:606-BRG_481554-R,True,actual,False,,,,,2026-06-09T02:11:41.341512+02:00
NSR:StopPlace:58925,Gausel stasjon,2026-06-10T01:36:00+02:00,2026-06-09T01:34:31+02:00,2026-06-09T01:34:31+02:00,0.0,0,Risavika via Stavanger,KOL:Line:8_1002,2,2,bus,KOL:ServiceJourney:1002_260519092855565_2088,True,actual,False,,,,,2026-06-09T01:51:40.086404+02:00
NSR:StopPlace:58925,Gausel stasjon,2026-06-10T01:19:00+02:00,2026-06-09T01:20:20+02:00,2026-06-09T01:20:20+02:00,0.0,0,Sandnes via Smeaheia,KOL:Line:8_1002,2,2,bus,KOL:ServiceJourney:1002_260519092855394_1088,True,actual,False,,,,,2026-06-09T01:41:44.564816+02:00
NSR:StopPlace:58925,Gausel stasjon,2026-06-10T01:06:00+02:00,2026-06-09T01:05:31+02:00,2026-06-09T01:05:31+02:00,0.0,0,Sandnes,KOL:Line:8_1007,6,6,bus,KOL:ServiceJourney:1007_260519092838324_1093,True,actual,False,,,,,2026-06-09T01:21:42.408843+02:00
