stationId,stationName,scheduledDeparture,expectedDeparture,actualDeparture,delaySeconds,isDelayed,destination,lineId,lineName,lineCode,transportMode,serviceJourneyId,realtime,delaySource,cancellation,situationSummary,situationDescription,situationReportType,situationSeverity,scrapedAt
NSR:StopPlace:61872,Nærbø stasjon,2026-06-07T00:52:00+02:00,2026-06-06T00:52:24+02:00,2026-06-06T00:52:24+02:00,0.0,0,Stavanger,GOA:Line:59,Jærbanen,L5,rail,GOA:ServiceJourney:3091_63144-R,True,actual,False,,,,,2026-06-06T00:55:43.286238+02:00
NSR:StopPlace:60271,Varhaug stasjon,2026-06-07T00:48:00+02:00,2026-06-06T00:48:13+02:00,2026-06-06T00:48:13+02:00,0.0,0,Stavanger,GOA:Line:59,Jærbanen,L5,rail,GOA:ServiceJourney:3091_63144-R,True,actual,False,,,,,2026-06-06T00:55:43.286238+02:00
NSR:StopPlace:62311,Vigrestad stasjon,2026-06-07T00:43:00+02:00,2026-06-06T00:43:36+02:00,2026-06-06T00:43:36+02:00,0.0,0,Stavanger,GOA:Line:59,Jærbanen,L5,rail,GOA:ServiceJourney:3091_63144-R,True,actual,False,,,,,2026-06-06T00:55:43.286238+02:00
NSR:StopPlace:62310,Brusand stasjon,2026-06-07T00:36:00+02:00,2026-06-06T00:39:04+02:00,2026-06-06T00:39:04+02:00,0.0,0,Stavanger,GOA:Line:59,Jærbanen,L5,rail,GOA:ServiceJourney:3091_63144-R,True,actual,False,,,,,2026-06-06T00:55:43.286238+02:00
NSR:StopPlace:61334,Ogna stasjon,2026-06-07T00:33:00+02:00,2026-06-06T00:35:44+02:00,2026-06-06T00:35:44+02:00,0.0,0,Stavanger,GOA:Line:59,Jærbanen,L5,rail,GOA:ServiceJourney:3091_63144-R,True,actual,False,,,,,2026-06-06T00:51:41.105533+02:00
NSR:StopPlace:60569,Sirevåg stasjon,2026-06-07T00:30:00+02:00,2026-06-06T00:33:26+02:00,2026-06-06T00:33:26+02:00,0.0,0,Stavanger,GOA:Line:59,Jærbanen,L5,rail,GOA:ServiceJourney:3091_63144-R,True,actual,False,,,,,2026-06-06T00:51:41.105533+02:00
NSR:StopPlace:61979,Hellvik stasjon,2026-06-07T00:25:00+02:00,2026-06-06T00:28:26+02:00,2026-06-06T00:28:26+02:00,0.0,0,Stavanger,GOA:Line:59,Jærbanen,L5,rail,GOA:ServiceJourney:3091_63144-R,True,actual,False,,,,,2026-06-06T00:51:41.105533+02:00
NSR:StopPlace:59244,Egersund stasjon,2026-06-07T00:19:00+02:00,2026-06-06T00:21:24+02:00,2026-06-06T00:21:24+02:00,0.0,0,Stavanger,GOA:Line:59,Jærbanen,L5,rail,GOA:ServiceJourney:3091_63144-R,True,actual,False,,,,,2026-06-06T00:41:40.005770+02:00
NSR:StopPlace:58925,Gausel stasjon,2026-06-06T04:49:00+02:00,2026-06-05T04:49:39+02:00,2026-06-05T04:49:39+02:00,0.0,0,Sandnes via Varatun,KOL:Line:8_1002,2,2,bus,KOL:ServiceJourney:1002_260519092855285_1092,True,actual,False,,,,,2026-06-05T05:11:36.541657+02:00
NSR:StopPlace:58925,Gausel stasjon,2026-06-06T04:36:00+02:00,2026-06-05T04:35:19+02:00,2026-06-05T04:35:19+02:00,0.0,0,Risavika via Stavanger,KOL:Line:8_1002,2,2,bus,KOL:ServiceJourney:1002_260519092855568_2091,True,actual,False,,,,,2026-06-05T04:51:42.442782+02:00
NSR:StopPlace:58925,Gausel stasjon,2026-06-06T03:49:00+02:00,2026-06-05T03:48:32+02:00,2026-06-05T03:48:32+02:00,0.0,0,Sandnes via Varatun,KOL:Line:8_1002,2,2,bus,KOL:ServiceJourney:1002_260519092855284_1091,True,actual,False,,,,,2026-06-05T04:11:35.017965+02:00
NSR:StopPlace:58925,Gausel stasjon,2026-06-06T03:36:00+02:00,2026-06-05T03:36:54+02:00,2026-06-05T03:36:54+02:00,0.0,0,Risavika via Stavanger,KOL:Line:8_1002,2,2,bus,KOL:ServiceJourney:1002_260519092855567_2090,True,actual,False,,,,,2026-06-05T04:03:17.744024+02:00
NSR:StopPlace:58925,Gausel stasjon,2026-06-06T02:49:00+02:00,2026-06-05T02:49:50+02:00,2026-06-05T02:49:50+02:00,0.0,0,Sandnes via Varatun,KOL:Line:8_1002,2,2,bus,KOL:ServiceJourney:1002_260519092855283_1090,True,actual,False,,,,,2026-06-05T03:11:45.422824+02:00
NSR:StopPlace:58925,Gausel stasjon,2026-06-06T02:36:00+02:00,2026-06-05T02:36:07+02:00,2026-06-05T02:36:07+02:00,0.0,0,Risavika via Stavanger,KOL:Line:8_1002,2,2,bus,KOL:ServiceJourney:1002_260519092855566_2089,True,actual,False,,,,,2026-06-05T02:51:38.231933+02:00
NSR:StopPlace:61251,Øksnavadporten stasjon,2026-06-07T01:05:00+02:00,2026-06-06T01:05:24+02:00,,0.0,0,Stavanger,GOA:Line:59,Jærbanen,L5,rail,GOA:ServiceJourney:3091_63144-R,True,expected,False,,,,,2026-06-06T00:55:43.286238+02:00
NSR:StopPlace:8,Paradis stasjon,2026-06-07T01:28:00+02:00,2026-06-06T01:28:24+02:00,,0.0,0,Stavanger,GOA:Line:59,Jærbanen,L5,rail,GOA:ServiceJourney:3091_63144-R,True,expected,False,,,,,2026-06-06T00:55:43.286238+02:00
NSR:StopPlace:59957,Klepp stasjon,2026-06-07T01:02:00+02:00,2026-06-06T01:02:24+02:00,,0.0,0,Stavanger,GOA:Line:59,Jærbanen,L5,rail,GOA:ServiceJourney:3091_63144-R,True,expected,False,,,,,2026-06-06T00:55:43.286238+02:00
NSR:StopPlace:58924,Bryne stasjon,2026-06-07T00:58:00+02:00,2026-06-06T00:58:24+02:00,,0.0,0,Stavanger,GOA:Line:59,Jærbanen,L5,rail,GOA:ServiceJourney:3091_63144-R,True,expected,False,,,,,2026-06-06T00:55:43.286238+02:00
NSR:StopPlace:58925,Gausel stasjon,2026-06-07T01:19:00+02:00,2026-06-06T01:19:24+02:00,,0.0,0,Stavanger,GOA:Line:59,Jærbanen,L5,rail,GOA:ServiceJourney:3091_63144-R,True,expected,False,,,,,2026-06-06T00:55:43.286238+02:00
NSR:StopPlace:63079,Skeiane stasjon,2026-06-07T01:12:00+02:00,2026-06-06T01:12:24+02:00,,0.0,0,Stavanger,GOA:Line:59,Jærbanen,L5,rail,GOA:ServiceJourney:3091_63144-R,True,expected,False,,,,,2026-06-06T00:55:43.286238+02:00
NSR:StopPlace:362,Jåttåvågen stasjon,2026-06-07T01:22:00+02:00,2026-06-06T01:22:24+02:00,,0.0,0,Stavanger,GOA:Line:59,Jærbanen,L5,rail,GOA:ServiceJourney:3091_63144-R,True,expected,False,,,,,2026-06-06T00:55:43.286238+02:00
NSR:StopPlace:206,Mariero stasjon,2026-06-07T01:25:00+02:00,2026-06-06T01:25:24+02:00,,0.0,0,Stavanger,GOA:Line:59,Jærbanen,L5,rail,GOA:ServiceJourney:3091_63144-R,True,expected,False,,,,,2026-06-06T00:55:43.286238+02:00
NSR:StopPlace:261,Ganddal stasjon,2026-06-07T01:09:00+02:00,2026-06-06T01:09:24+02:00,,0.0,0,Stavanger,GOA:Line:59,Jærbanen,L5,rail,GOA:ServiceJourney:3091_63144-R,True,expected,False,,,,,2026-06-06T00:55:43.286238+02:00
NSR:StopPlace:702,Sandnes sentrum stasjon,2026-06-07T01:14:00+02:00,2026-06-06T01:14:24+02:00,,0.0,0,Stavanger,GOA:Line:59,Jærbanen,L5,rail,GOA:ServiceJourney:3091_63144-R,True,expected,False,,,,,2026-06-06T00:55:43.286238+02:00
