stationId,stationName,scheduledDeparture,expectedDeparture,actualDeparture,delaySeconds,isDelayed,destination,lineId,lineName,lineCode,transportMode,serviceJourneyId,realtime,delaySource,scrapedAt
NSR:StopPlace:4,Otta stasjon,2026-04-27T02:57:00+02:00,2026-04-27T02:57:00+02:00,,0.0,0,Trondheim S,SJN:Line:21,Dovrebanen,F6,rail,SJN:ServiceJourney:405-LOD_30131-R,True,planned,2026-04-27T01:59:00.435850+02:00
NSR:StopPlace:61608,Kristiansand stasjon,2026-04-27T02:17:00+02:00,2026-04-27T02:17:00+02:00,,0.0,0,Oslo S,GOA:Line:50,Sørtoget region,F5,rail,GOA:ServiceJourney:726-KVB_63257-R,True,planned,2026-04-27T01:59:00.435850+02:00
NSR:StopPlace:17,Ringebu stasjon,2026-04-27T02:09:00+02:00,2026-04-27T02:09:00+02:00,,0.0,0,Trondheim S,SJN:Line:21,Dovrebanen,F6,rail,SJN:ServiceJourney:405-LOD_30131-R,True,planned,2026-04-27T01:59:00.435850+02:00
NSR:StopPlace:59651,Skøyen stasjon,2026-04-27T02:06:00+02:00,2026-04-27T02:06:47+02:00,,47.0,1,Fornebu,RUT:Line:31,Snarøya - Fornebu - Tonsenhagen - Grorud,31,bus,RUT:ServiceJourney:c4014a2a311e906779eb465205273791,True,expected,2026-04-27T01:59:00.435850+02:00
NSR:StopPlace:59651,Skøyen stasjon,2026-04-27T02:11:00+02:00,2026-04-27T02:11:46+02:00,,46.0,1,Grorud T,RUT:Line:31,Snarøya - Fornebu - Tonsenhagen - Grorud,31,bus,RUT:ServiceJourney:4d0d391ef662b1d2f0e6d76391ce6c15,True,expected,2026-04-27T01:59:00.435850+02:00
NSR:StopPlace:59651,Skøyen stasjon,2026-04-27T02:36:00+02:00,2026-04-27T02:39:24+02:00,,204.0,1,Fornebu,RUT:Line:31,Snarøya - Fornebu - Tonsenhagen - Grorud,31,bus,RUT:ServiceJourney:fed94ff0fb4eab47971a5979a656e5cd,True,expected,2026-04-27T01:59:00.435850+02:00
NSR:StopPlace:58404,Nationaltheatret,2026-04-27T02:04:00+02:00,2026-04-27T02:04:45+02:00,,45.0,1,Helsfyr,RUT:Line:37,Nydalen T - Helsfyr,37,bus,RUT:ServiceJourney:a0c03d632474fcb50eb4b51d694ccf32,True,expected,2026-04-27T01:59:00.435850+02:00
NSR:StopPlace:58404,Nationaltheatret,2026-04-27T02:21:00+02:00,2026-04-27T02:21:00+02:00,,0.0,0,Nydalen T,RUT:Line:37,Nydalen T - Helsfyr,37,bus,RUT:ServiceJourney:dd78cbfa95c81bb9f501c116840ee0b4,True,planned,2026-04-27T01:59:00.435850+02:00
NSR:StopPlace:58404,Nationaltheatret,2026-04-27T02:22:00+02:00,2026-04-27T02:22:46+02:00,,46.0,1,Grorud T,RUT:Line:31,Snarøya - Fornebu - Tonsenhagen - Grorud,31,bus,RUT:ServiceJourney:4d0d391ef662b1d2f0e6d76391ce6c15,True,expected,2026-04-27T01:59:00.435850+02:00
NSR:StopPlace:58404,Nationaltheatret,2026-04-27T02:25:00+02:00,2026-04-27T02:28:24+02:00,,204.0,1,Fornebu,RUT:Line:31,Snarøya - Fornebu - Tonsenhagen - Grorud,31,bus,RUT:ServiceJourney:fed94ff0fb4eab47971a5979a656e5cd,True,expected,2026-04-27T01:59:00.435850+02:00
NSR:StopPlace:58404,Nationaltheatret,2026-04-27T02:34:00+02:00,2026-04-27T02:34:00+02:00,,0.0,0,Helsfyr,RUT:Line:37,Nydalen T - Helsfyr,37,bus,RUT:ServiceJourney:77c31f85027713b634cc8572e5979438,True,planned,2026-04-27T01:59:00.435850+02:00
NSR:StopPlace:58921,Vennesla stasjon,2026-04-27T02:36:00+02:00,2026-04-27T02:36:00+02:00,,0.0,0,Oslo S,GOA:Line:50,Sørtoget region,F5,rail,GOA:ServiceJourney:726-KVB_63257-R,True,planned,2026-04-27T01:59:00.435850+02:00
NSR:StopPlace:58856,Lysaker stasjon,2026-04-27T02:06:00+02:00,2026-04-27T02:06:46+02:00,,46.0,1,Grorud T,RUT:Line:31,Snarøya - Fornebu - Tonsenhagen - Grorud,31,bus,RUT:ServiceJourney:4d0d391ef662b1d2f0e6d76391ce6c15,True,expected,2026-04-27T01:59:00.435850+02:00
NSR:StopPlace:58856,Lysaker stasjon,2026-04-27T02:11:00+02:00,2026-04-27T02:11:47+02:00,,47.0,1,Fornebu,RUT:Line:31,Snarøya - Fornebu - Tonsenhagen - Grorud,31,bus,RUT:ServiceJourney:c4014a2a311e906779eb465205273791,True,expected,2026-04-27T01:59:00.435850+02:00
NSR:StopPlace:58856,Lysaker stasjon,2026-04-27T02:41:00+02:00,2026-04-27T02:44:24+02:00,,204.0,1,Fornebu,RUT:Line:31,Snarøya - Fornebu - Tonsenhagen - Grorud,31,bus,RUT:ServiceJourney:fed94ff0fb4eab47971a5979a656e5cd,True,expected,2026-04-27T01:59:00.435850+02:00
NSR:StopPlace:58878,Drangedal stasjon,2026-04-27T02:07:00+02:00,2026-04-27T02:07:00+02:00,,0.0,0,Kristiansand stasjon,GOA:Line:50,Sørtoget region,F5,rail,GOA:ServiceJourney:B725-5_20260426-OSL_KRS,True,planned,2026-04-27T01:59:00.435850+02:00
NSR:StopPlace:58880,Neslandsvatn stasjon,2026-04-27T02:29:00+02:00,2026-04-27T02:29:00+02:00,,0.0,0,Kristiansand stasjon,GOA:Line:50,Sørtoget region,F5,rail,GOA:ServiceJourney:B725-5_20260426-OSL_KRS,True,planned,2026-04-27T01:59:00.435850+02:00
NSR:StopPlace:58890,Nelaug stasjon,2026-04-27T02:17:00+02:00,2026-04-27T02:17:00+02:00,,0.0,0,Nelaug (bus),GOA:Line:50,Sørtoget region,F5,rail,GOA:ServiceJourney:B725-11_20260426-NEL_NEL,True,planned,2026-04-27T01:59:00.435850+02:00
NSR:StopPlace:58891,Vegårshei stasjon,2026-04-27T02:01:00+02:00,2026-04-27T02:01:00+02:00,,0.0,0,Vegårshei buss hlp,GOA:Line:50,Sørtoget region,F5,rail,GOA:ServiceJourney:B725-10_20260426-VGH_VGH,True,planned,2026-04-27T01:59:00.435850+02:00
NSR:StopPlace:58816,Dombås stasjon,2026-04-27T02:18:00+02:00,2026-04-27T02:18:00+02:00,,0.0,0,Oslo S,SJN:Line:21,Dovrebanen,F6,rail,SJN:ServiceJourney:406-TND_30133-R,True,planned,2026-04-27T01:59:00.435850+02:00
NSR:StopPlace:425,Vinstra stasjon,2026-04-27T02:27:00+02:00,2026-04-27T02:27:00+02:00,,0.0,0,Trondheim S,SJN:Line:21,Dovrebanen,F6,rail,SJN:ServiceJourney:405-LOD_30131-R,True,planned,2026-04-27T01:59:00.435850+02:00
NSR:StopPlace:62456,Kvitfjell stasjon,2026-04-27T02:01:00+02:00,2026-04-27T02:01:00+02:00,,0.0,0,Trondheim S,SJN:Line:21,Dovrebanen,F6,rail,SJN:ServiceJourney:405-LOD_30131-R,True,planned,2026-04-27T01:59:00.435850+02:00
NSR:StopPlace:59648,Kjelsås stasjon,2026-04-27T02:18:00+02:00,2026-04-27T02:18:00+02:00,,0.0,0,Jernbanetorget,RUT:Line:3911,Majorstuen - Kjelsås,11N,bus,RUT:ServiceJourney:4e1847898d0362ea3740d9b966818d1b,False,planned,2026-04-27T01:59:00.435850+02:00
NSR:StopPlace:59648,Kjelsås stasjon,2026-04-27T02:48:00+02:00,2026-04-27T02:48:00+02:00,,0.0,0,Jernbanetorget,RUT:Line:3911,Majorstuen - Kjelsås,11N,bus,RUT:ServiceJourney:5cc064f5f8d2041ab6375e2f8e22d665,False,planned,2026-04-27T01:59:00.435850+02:00
NSR:StopPlace:59651,Skøyen stasjon,2026-04-27T02:41:00+02:00,2026-04-27T02:41:00+02:00,,0.0,0,Grorud T,RUT:Line:31,Snarøya - Fornebu - Tonsenhagen - Grorud,31,bus,RUT:ServiceJourney:94a2b6922eaed4a9b0a1fe3b711e0a95,False,planned,2026-04-27T01:59:00.435850+02:00
NSR:StopPlace:59181,Kristinehamn station,2026-04-27T02:15:00+02:00,2026-04-27T02:15:00+02:00,,0.0,0,Karlstad,VYB:Line:26,850 Oslo - Arlanda - Stockholm,850,coach,VYB:ServiceJourney:7cef6f9d06b3084c5cd648a392b78e79f86a9bc4,False,planned,2026-04-27T01:59:00.435850+02:00
NSR:StopPlace:59181,Kristinehamn station,2026-04-27T02:35:00+02:00,2026-04-27T02:35:00+02:00,,0.0,0,Stockholm,VYB:Line:26,850 Oslo - Arlanda - Stockholm,850,coach,VYB:ServiceJourney:2094b187d5f04d2a2316b7c733683e92913cefea,False,planned,2026-04-27T01:59:00.435850+02:00
NSR:StopPlace:59182,Örebro Centralstation,2026-04-27T02:35:00+02:00,2026-04-27T02:35:00+02:00,,0.0,0,Oslo,VYB:Line:26,850 Oslo - Arlanda - Stockholm,850,coach,VYB:ServiceJourney:ab6c952ca4c213f1dd8fdfa8e9f5099a4eaa9729,False,planned,2026-04-27T01:59:00.435850+02:00
NSR:StopPlace:59182,Örebro Centralstation,2026-04-27T02:50:00+02:00,2026-04-27T02:50:00+02:00,,0.0,0,Arlanda,VYB:Line:26,850 Oslo - Arlanda - Stockholm,850,coach,VYB:ServiceJourney:10b2e4758894544f8ace957a0d24c160fccd39fb,False,planned,2026-04-27T01:59:00.435850+02:00
NSR:StopPlace:59393,Västerås Centralstation,2026-04-27T02:35:00+02:00,2026-04-27T02:35:00+02:00,,0.0,0,Örebro,VYB:Line:27,900 Oslo - Arlanda - Stockholm,900,coach,VYB:ServiceJourney:8621e87b910279110892ce640dba2939a2f7f841,False,planned,2026-04-27T01:59:00.435850+02:00
NSR:StopPlace:59393,Västerås Centralstation,2026-04-27T02:45:00+02:00,2026-04-27T02:45:00+02:00,,0.0,0,Arlanda,VYB:Line:26,850 Oslo - Arlanda - Stockholm,850,coach,VYB:ServiceJourney:b54ed62a64c9c2483c413e61158c2700b4c8964b,False,planned,2026-04-27T01:59:00.435850+02:00
